name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,lat,long
Brigham Young University,Utah,UT,Private,4 Year,7628,5620,13248,5620,13248,39.32098,-111.093731
Careers Unlimited,Utah,UT,For Profit,2 Year,NA,22841,22841,22841,22841,39.32098,-111.093731
Dixie State University,Utah,UT,Public,4 Year,6328,5253,11581,15051,21379,39.32098,-111.093731
LDS Business College,Utah,UT,Private,2 Year,5600,3440,9040,3440,9040,39.32098,-111.093731
Neumont College of Computer Science,Utah,UT,For Profit,4 Year,5970,24750,30720,24750,30720,39.32098,-111.093731
Salt Lake Community College,Utah,UT,Public,2 Year,NA,3843,3843,12206,12206,39.32098,-111.093731
Snow College,Utah,UT,Public,2 Year,3388,3742,7130,12562,15950,39.32098,-111.093731
Southern Utah University,Utah,UT,Public,4 Year,7090,6769,13859,20585,27675,39.32098,-111.093731
University of Utah,Utah,UT,Public,4 Year,10262,9222,19484,29215,39477,39.32098,-111.093731
Utah State University,Utah,UT,Public,4 Year,6400,7424,13824,21505,27905,39.32098,-111.093731
Utah Valley University,Utah,UT,Public,4 Year,NA,5726,5726,16296,16296,39.32098,-111.093731
Weber State University,Utah,UT,Public,4 Year,6279,5831,12110,16585,22864,39.32098,-111.093731
Western Governors University,Utah,UT,Private,4 Year,NA,6670,6670,6670,6670,39.32098,-111.093731
Westminster College,Utah,UT,Private,4 Year,9524,34300,43824,34300,43824,39.32098,-111.093731
Bennington College,Vermont,VT,Private,4 Year,15610,54360,69970,54360,69970,44.558803,-72.577841
Castleton University,Vermont,VT,Public,4 Year,10598,12314,22912,28322,38920,44.558803,-72.577841
Champlain College,Vermont,VT,Private,4 Year,15354,41010,56364,41010,56364,44.558803,-72.577841
College of St. Joseph in Vermont,Vermont,VT,Private,4 Year,12000,18520,30520,18520,30520,44.558803,-72.577841
Community College of Vermont,Vermont,VT,Public,2 Year,NA,8190,8190,16230,16230,44.558803,-72.577841
Goddard College,Vermont,VT,Private,4 Year,1698,16586,18284,16586,18284,44.558803,-72.577841
Green Mountain College,Vermont,VT,Private,4 Year,11722,37002,48724,37002,48724,44.558803,-72.577841
Landmark College,Vermont,VT,Private,2 Year,11840,56800,68640,56800,68640,44.558803,-72.577841
Lyndon State College,Vermont,VT,Public,4 Year,10598,12074,22672,25394,35992,44.558803,-72.577841
Marlboro College,Vermont,VT,Private,4 Year,12285,40840,53125,40840,53125,44.558803,-72.577841
Middlebury College,Vermont,VT,Private,4 Year,15530,54450,69980,54450,69980,44.558803,-72.577841
New England Culinary Institute,Vermont,VT,For Profit,2 Year,10466,22210,32676,22210,32676,44.558803,-72.577841
Northern Vermont University,Vermont,VT,Public,4 Year,10598,12434,23032,25754,36352,44.558803,-72.577841
Norwich University,Vermont,VT,Private,4 Year,13840,40016,53856,40016,53856,44.558803,-72.577841
Saint Michael's College,Vermont,VT,Private,4 Year,12220,45375,57595,45375,57595,44.558803,-72.577841
Southern Vermont College,Vermont,VT,Private,4 Year,11000,25511,36511,25511,36511,44.558803,-72.577841
Sterling College,Vermont,VT,Private,4 Year,9900,38800,48700,38800,48700,44.558803,-72.577841
University of Vermont,Vermont,VT,Public,4 Year,12462,18276,30738,42516,54978,44.558803,-72.577841
Vermont Technical College,Vermont,VT,Public,4 Year,10598,15108,25706,27780,38378,44.558803,-72.577841
Advanced Technology Institute,Virginia,VA,For Profit,2 Year,NA,13680,13680,13680,13680,37.431573,-78.656894
American National University: Charlottesville,Virginia,VA,For Profit,2 Year,NA,18735,18735,18735,18735,37.431573,-78.656894
American National University: Danville,Virginia,VA,For Profit,2 Year,NA,18735,18735,18735,18735,37.431573,-78.656894
American National University: Harrisonburg,Virginia,VA,For Profit,2 Year,NA,18735,18735,18735,18735,37.431573,-78.656894
American National University: Lynchburg,Virginia,VA,For Profit,2 Year,NA,18735,18735,18735,18735,37.431573,-78.656894
American National University: Martinsville,Virginia,VA,For Profit,2 Year,NA,18735,18735,18735,18735,37.431573,-78.656894
American National University: Salem,Virginia,VA,For Profit,4 Year,NA,18735,18735,18735,18735,37.431573,-78.656894
Averett University,Virginia,VA,Private,4 Year,9976,34400,44376,34400,44376,37.431573,-78.656894
Blue Ridge Community College,Virginia,VA,Public,2 Year,NA,5364,5364,11292,11292,37.431573,-78.656894
Bluefield College,Virginia,VA,Private,4 Year,9024,25290,34314,25290,34314,37.431573,-78.656894
Bridgewater College,Virginia,VA,Private,4 Year,12720,35160,47880,35160,47880,37.431573,-78.656894
Central Virginia Community College,Virginia,VA,Public,2 Year,NA,4838,4838,10766,10766,37.431573,-78.656894
Christendom College,Virginia,VA,Private,4 Year,10280,26360,36640,26360,36640,37.431573,-78.656894
Christopher Newport University,Virginia,VA,Public,4 Year,11460,14754,26214,27220,38680,37.431573,-78.656894
College of William and Mary,Virginia,VA,Public,4 Year,12236,23400,35636,44701,56937,37.431573,-78.656894
Dabney S. Lancaster Community College,Virginia,VA,Public,2 Year,NA,4710,4710,10008,10008,37.431573,-78.656894
Danville Community College,Virginia,VA,Public,2 Year,NA,4710,4710,10008,10008,37.431573,-78.656894
Eastern Mennonite University,Virginia,VA,Private,4 Year,11160,37100,48260,37100,48260,37.431573,-78.656894
Eastern Shore Community College,Virginia,VA,Public,2 Year,NA,4800,4800,10728,10728,37.431573,-78.656894
ECPI University,Virginia,VA,For Profit,4 Year,NA,16764,16764,16764,16764,37.431573,-78.656894
Emory & Henry College,Virginia,VA,Private,4 Year,12100,35135,47235,35135,47235,37.431573,-78.656894
Ferrum College,Virginia,VA,Private,4 Year,11500,34175,45675,34175,45675,37.431573,-78.656894
George Mason University,Virginia,VA,Public,4 Year,11460,12462,23922,35922,47382,37.431573,-78.656894
Germanna Community College,Virginia,VA,Public,2 Year,NA,4913,4913,10841,10841,37.431573,-78.656894
Hampden-Sydney College,Virginia,VA,Private,4 Year,13558,45746,59304,45746,59304,37.431573,-78.656894
Hampton University,Virginia,VA,Private,4 Year,11778,26702,38480,26702,38480,37.431573,-78.656894
Hollins University,Virginia,VA,Private,4 Year,13520,39035,52555,39035,52555,37.431573,-78.656894
J. Sargeant Reynolds Community College,Virginia,VA,Public,2 Year,NA,5508,5508,11436,11436,37.431573,-78.656894
James Madison University,Virginia,VA,Public,4 Year,10092,12016,22108,28416,38508,37.431573,-78.656894
Jefferson College of Health Sciences,Virginia,VA,Private,4 Year,5870,26886,32756,26886,32756,37.431573,-78.656894
John Tyler Community College,Virginia,VA,Public,2 Year,NA,4800,4800,10098,10098,37.431573,-78.656894
Liberty University,Virginia,VA,Private,4 Year,10478,25276,35754,25276,35754,37.431573,-78.656894
Longwood University,Virginia,VA,Public,4 Year,11746,13340,25086,29300,41046,37.431573,-78.656894
Lord Fairfax Community College,Virginia,VA,Public,2 Year,NA,4739,4739,10667,10667,37.431573,-78.656894
Mary Baldwin University,Virginia,VA,Private,4 Year,9410,31085,40495,31085,40495,37.431573,-78.656894
Marymount University,Virginia,VA,Private,4 Year,13190,31466,44656,31466,44656,37.431573,-78.656894
Mountain Empire Community College,Virginia,VA,Public,2 Year,NA,4710,4710,10638,10638,37.431573,-78.656894
New River Community College,Virginia,VA,Public,2 Year,NA,4697,4697,10703,10703,37.431573,-78.656894
Norfolk State University,Virginia,VA,Public,4 Year,10360,9490,19850,21418,31778,37.431573,-78.656894
Northern Virginia Community College,Virginia,VA,Public,2 Year,NA,5610,5610,11618,11618,37.431573,-78.656894
Old Dominion University,Virginia,VA,Public,4 Year,11620,10872,22492,29772,41392,37.431573,-78.656894
Patrick Henry College,Virginia,VA,Private,4 Year,10728,27922,38650,27922,38650,37.431573,-78.656894
Patrick Henry Community College,Virginia,VA,Public,2 Year,NA,4730,4730,10658,10658,37.431573,-78.656894
Paul D. Camp Community College,Virginia,VA,Public,2 Year,NA,4730,4730,10768,10768,37.431573,-78.656894
Piedmont Virginia Community College,Virginia,VA,Public,2 Year,NA,4930,4930,10858,10858,37.431573,-78.656894
Radford University,Virginia,VA,Public,4 Year,9406,11210,20616,22845,32251,37.431573,-78.656894
Randolph College,Virginia,VA,Private,4 Year,13580,39585,53165,39585,53165,37.431573,-78.656894
Randolph-Macon College,Virginia,VA,Private,4 Year,11860,41400,53260,41400,53260,37.431573,-78.656894
Rappahannock Community College,Virginia,VA,Public,2 Year,NA,5075,5075,10373,10373,37.431573,-78.656894
Regent University,Virginia,VA,Private,4 Year,9120,18108,27228,18108,27228,37.431573,-78.656894
Richard Bland College,Virginia,VA,Public,2 Year,12204,8100,20304,21810,34014,37.431573,-78.656894
Roanoke College,Virginia,VA,Private,4 Year,13690,44030,57720,44030,57720,37.431573,-78.656894
Shenandoah University,Virginia,VA,Private,4 Year,10370,32530,42900,32530,42900,37.431573,-78.656894
Southern Virginia University,Virginia,VA,Private,4 Year,6766,16495,23261,16495,23261,37.431573,-78.656894
Southside Virginia Community College,Virginia,VA,Public,2 Year,NA,4695,4695,10623,10623,37.431573,-78.656894
Southwest Virginia Community College,Virginia,VA,Public,2 Year,NA,4703,4703,10631,10631,37.431573,-78.656894
Stratford University: Falls Church,Virginia,VA,For Profit,4 Year,NA,16750,16750,16750,16750,37.431573,-78.656894
Stratford University: Woodbridge,Virginia,VA,For Profit,4 Year,NA,16750,16750,16750,16750,37.431573,-78.656894
Sweet Briar College,Virginia,VA,Private,4 Year,13000,21000,34000,21000,34000,37.431573,-78.656894
Thomas Nelson Community College,Virginia,VA,Public,2 Year,NA,4806,4806,10734,10734,37.431573,-78.656894
Tidewater Community College,Virginia,VA,Public,2 Year,NA,5561,5561,11489,11489,37.431573,-78.656894
University of Lynchburg,Virginia,VA,Private,4 Year,10800,39530,50330,39530,50330,37.431573,-78.656894
University of Management and Technology,Virginia,VA,For Profit,4 Year,NA,9450,9450,9450,9450,37.431573,-78.656894
University of Mary Washington,Virginia,VA,Public,4 Year,11118,12188,23306,27434,38552,37.431573,-78.656894
University of Richmond,Virginia,VA,Private,4 Year,12250,52610,64860,52610,64860,37.431573,-78.656894
University of Virginia,Virginia,VA,Public,4 Year,11590,17564,29154,48465,60055,37.431573,-78.656894
University of Virginia's College at Wise,Virginia,VA,Public,4 Year,10438,10119,20557,27176,37614,37.431573,-78.656894
Virginia Baptist College,Virginia,VA,Private,4 Year,NA,5800,5800,5800,5800,37.431573,-78.656894
Virginia Commonwealth University,Virginia,VA,Public,4 Year,10428,14490,24918,35138,45566,37.431573,-78.656894
Virginia Highlands Community College,Virginia,VA,Public,2 Year,NA,4710,4710,10638,10638,37.431573,-78.656894
Virginia Military Institute,Virginia,VA,Public,4 Year,9428,18862,28290,45706,55134,37.431573,-78.656894
Virginia Polytechnic Institute and State University,Virginia,VA,Public,4 Year,8934,13620,22554,31304,40238,37.431573,-78.656894
Virginia State University,Virginia,VA,Public,4 Year,11208,9056,20264,19576,30784,37.431573,-78.656894
Virginia Union University,Virginia,VA,Private,4 Year,8598,17448,26046,17448,26046,37.431573,-78.656894
Virginia University of Lynchburg,Virginia,VA,Private,4 Year,9400,9000,18400,9000,18400,37.431573,-78.656894
Virginia Wesleyan University,Virginia,VA,Private,4 Year,9256,36660,45916,36660,45916,37.431573,-78.656894
Virginia Western Community College,Virginia,VA,Public,2 Year,NA,5355,5355,11283,11283,37.431573,-78.656894
Washington and Lee University,Virginia,VA,Private,4 Year,13925,52455,66380,52455,66380,37.431573,-78.656894
Wytheville Community College,Virginia,VA,Public,2 Year,NA,4830,4830,10758,10758,37.431573,-78.656894
Antioch University Seattle,Washington,WA,Private,4 Year,NA,27435,27435,27435,27435,47.751074,-120.740139
Bastyr University,Washington,WA,Private,4 Year,7590,26166,33756,26166,33756,47.751074,-120.740139
Bates Technical College,Washington,WA,Public,2 Year,NA,4783,4783,10214,10214,47.751074,-120.740139
Bellevue College,Washington,WA,Public,2 Year,NA,4258,4258,9689,9689,47.751074,-120.740139
Bellingham Technical College,Washington,WA,Public,2 Year,NA,2790,2790,3460,3460,47.751074,-120.740139
Big Bend Community College,Washington,WA,Public,2 Year,3537,4272,7809,9703,13240,47.751074,-120.740139
Cascadia College,Washington,WA,Public,2 Year,NA,4447,4447,9878,9878,47.751074,-120.740139
Central Washington University,Washington,WA,Public,4 Year,11115,8072,19187,23053,34168,47.751074,-120.740139
Centralia College,Washington,WA,Public,2 Year,NA,4438,4438,4873,4873,47.751074,-120.740139
Clark College,Washington,WA,Public,2 Year,NA,4287,4287,9718,9718,47.751074,-120.740139
Clover Park Technical College,Washington,WA,Public,2 Year,NA,4271,4271,4271,4271,47.751074,-120.740139
Columbia Basin College,Washington,WA,Public,2 Year,NA,5563,5563,8532,8532,47.751074,-120.740139
Cornish College of the Arts,Washington,WA,Private,4 Year,12400,41642,54042,41642,54042,47.751074,-120.740139
DigiPen Institute of Technology,Washington,WA,For Profit,4 Year,NA,30350,30350,30350,30350,47.751074,-120.740139
Eastern Washington University,Washington,WA,Public,4 Year,12793,7323,20116,24444,37237,47.751074,-120.740139
Edmonds Community College,Washington,WA,Public,2 Year,7400,4471,11871,4471,11871,47.751074,-120.740139
Everett Community College,Washington,WA,Public,2 Year,8500,4417,12917,4417,12917,47.751074,-120.740139
Evergreen State College,Washington,WA,Public,4 Year,11346,7949,19295,26459,37805,47.751074,-120.740139
Fiath International University,Washington,WA,Private,4 Year,NA,7650,7650,7650,7650,47.751074,-120.740139
Gonzaga University,Washington,WA,Private,4 Year,11944,43210,55154,43210,55154,47.751074,-120.740139
Grays Harbor College,Washington,WA,Public,2 Year,NA,4620,4620,5043,5043,47.751074,-120.740139
Green River College,Washington,WA,Public,4 Year,NA,4581,4581,4581,4581,47.751074,-120.740139
Heritage University,Washington,WA,Private,4 Year,NA,18124,18124,18124,18124,47.751074,-120.740139
Highline College,Washington,WA,Public,2 Year,NA,4027,4027,4461,4461,47.751074,-120.740139
Lake Washington Institute of Technology,Washington,WA,Public,2 Year,NA,4879,4879,5313,5313,47.751074,-120.740139
Lower Columbia College,Washington,WA,Public,2 Year,NA,4624,4624,5102,5102,47.751074,-120.740139
North Seattle College,Washington,WA,Public,2 Year,NA,4027,4027,4462,4462,47.751074,-120.740139
Northwest College of Art & Design,Washington,WA,For Profit,4 Year,NA,20600,20600,20600,20600,47.751074,-120.740139
Northwest Indian College,Washington,WA,Public,2 Year,4950,5445,10395,14310,19260,47.751074,-120.740139
Northwest School of Wooden Boatbuilding,Washington,WA,Private,4 Year,NA,19500,19500,19500,19500,47.751074,-120.740139
Northwest University,Washington,WA,Private,4 Year,8630,31540,40170,31540,40170,47.751074,-120.740139
Olympic College,Washington,WA,Public,2 Year,5925,4252,10177,4784,10709,47.751074,-120.740139
Pacific Lutheran University,Washington,WA,Private,4 Year,10790,42066,52856,42066,52856,47.751074,-120.740139
Peninsula College,Washington,WA,Public,2 Year,NA,5023,5023,9852,9852,47.751074,-120.740139
Pierce College,Washington,WA,Public,2 Year,NA,4477,4477,5112,5112,47.751074,-120.740139
Renton Technical College,Washington,WA,Public,2 Year,NA,4701,4701,5123,5123,47.751074,-120.740139
Saint Martin's University,Washington,WA,Private,4 Year,11445,37356,48801,37356,48801,47.751074,-120.740139
Seattle Central College,Washington,WA,Public,2 Year,NA,4228,4228,4663,4663,47.751074,-120.740139
Seattle Pacific University,Washington,WA,Private,4 Year,11796,42939,54735,42939,54735,47.751074,-120.740139
Seattle University,Washington,WA,Private,4 Year,12288,44610,56898,44610,56898,47.751074,-120.740139
Shoreline Community College,Washington,WA,Public,2 Year,10260,4730,14990,7268,17528,47.751074,-120.740139
Skagit Valley College,Washington,WA,Public,2 Year,NA,4800,4800,4800,4800,47.751074,-120.740139
South Puget Sound Community College,Washington,WA,Public,2 Year,NA,4182,4182,9613,9613,47.751074,-120.740139
South Seattle College,Washington,WA,Public,2 Year,NA,4477,4477,4912,4912,47.751074,-120.740139
Spokane Community College,Washington,WA,Public,2 Year,NA,4393,4393,9824,9824,47.751074,-120.740139
Spokane Falls Community College,Washington,WA,Public,2 Year,NA,4861,4861,10292,10292,47.751074,-120.740139
Tacoma Community College,Washington,WA,Public,2 Year,NA,4320,4320,9751,9751,47.751074,-120.740139
University of Puget Sound,Washington,WA,Private,4 Year,12540,49776,62316,49776,62316,47.751074,-120.740139
University of Washington,Washington,WA,Public,4 Year,12798,11517,24315,36898,49696,47.751074,-120.740139
University of Washington Bothell,Washington,WA,Public,4 Year,11877,11138,23015,36519,48396,47.751074,-120.740139
University of Washington Tacoma,Washington,WA,Public,4 Year,11028,11361,22389,36742,47770,47.751074,-120.740139
Walla Walla Community College,Washington,WA,Public,2 Year,NA,5041,5041,6319,6319,47.751074,-120.740139
Walla Walla University,Washington,WA,Private,4 Year,4275,28035,32310,28035,32310,47.751074,-120.740139
Washington State University,Washington,WA,Public,4 Year,11398,11581,22979,26365,37763,47.751074,-120.740139
Wenatchee Valley College,Washington,WA,Public,2 Year,4020,4467,8487,4903,8923,47.751074,-120.740139
Western Washington University,Washington,WA,Public,4 Year,11466,8132,19598,23544,35010,47.751074,-120.740139
Whatcom Community College,Washington,WA,Public,2 Year,NA,4513,4513,10044,10044,47.751074,-120.740139
Whitman College,Washington,WA,Private,4 Year,13174,51764,64938,51764,64938,47.751074,-120.740139
Whitworth University,Washington,WA,Private,4 Year,11496,43640,55136,43640,55136,47.751074,-120.740139
Yakima Valley College,Washington,WA,Public,2 Year,NA,5040,5040,5040,5040,47.751074,-120.740139
Alderson-Broaddus University,West Virginia,WV,Private,4 Year,8860,27910,36770,27910,36770,38.597626,-80.454903
American  University SystemFor-profit,West Virginia,WV,Public,4 Year,NA,8150,8150,8150,8150,38.597626,-80.454903
